,Unnamed: 0,field,section,coverage,classifier,divergent,precision,recall,f1-score,train (Si/No),test (Si/No),pred Si/No,index-feat.comb.,num-features,cand,co-au,cand_comm,comm_cand,BC,CC,cand_other,other_cand,books,articles,other_pubbs,I1,I2,I3,support
35758,35758,13-D4,2,ABC,svm_0.02,False,0.7127086007702182,0.7166666666666667,0.7093929326487466,108 (53/55),60 (24/36),(19/41),597,8,X,X,,X,,X,X,X,,X,,,X,,60.0
36048,36048,13-D4,2,A,svm_0.02,False,0.7063264221158957,0.7090909090909091,0.7037942449707156,104 (53/51),55 (23/32),(19/36),602,8,X,X,,X,,X,X,X,,,,X,X,,55.0
36136,36136,10-G1,2,A,svm_0.5,False,0.7616892911010558,0.7352941176470589,0.7318324016616237,14 (8/6),34 (16/18),(21/13),604,8,X,X,,X,,X,X,X,,,,,X,X,34.0
36178,36178,13-D4,2,ABC,svm_0.02,False,0.7127086007702182,0.7166666666666667,0.7093929326487466,108 (53/55),60 (24/36),(19/41),604,8,X,X,,X,,X,X,X,,,,,X,X,60.0
36317,36317,10-G1,2,A,svm_0.1,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,14 (8/6),34 (16/18),(19/15),607,8,X,X,,X,,X,X,,X,X,,,X,,34.0
36496,36496,10-G1,2,A,svm_0.5,False,0.7616892911010558,0.7352941176470589,0.7318324016616237,14 (8/6),34 (16/18),(21/13),610,8,X,X,,X,,X,X,,X,,X,,X,,34.0
36615,36615,10-G1,2,A,svm_1,False,0.7616892911010558,0.7352941176470589,0.7318324016616237,14 (8/6),34 (16/18),(21/13),612,8,X,X,,X,,X,X,,X,,,X,X,,34.0
36616,36616,10-G1,2,A,svm_0.5,False,0.7616892911010558,0.7352941176470589,0.7318324016616237,14 (8/6),34 (16/18),(21/13),612,8,X,X,,X,,X,X,,X,,,X,X,,34.0
37096,37096,10-G1,2,A,svm_0.5,False,0.7616892911010558,0.7352941176470589,0.7318324016616237,14 (8/6),34 (16/18),(21/13),620,8,X,X,,X,,X,X,,,X,,,X,X,34.0
37097,37097,10-G1,2,A,svm_0.1,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,14 (8/6),34 (16/18),(19/15),620,8,X,X,,X,,X,X,,,X,,,X,X,34.0
37275,37275,10-G1,2,A,svm_1,False,0.7616892911010558,0.7352941176470589,0.7318324016616237,14 (8/6),34 (16/18),(21/13),623,8,X,X,,X,,X,X,,,,X,,X,X,34.0
37276,37276,10-G1,2,A,svm_0.5,False,0.7616892911010558,0.7352941176470589,0.7318324016616237,14 (8/6),34 (16/18),(21/13),623,8,X,X,,X,,X,X,,,,X,,X,X,34.0
37277,37277,10-G1,2,A,svm_0.1,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,14 (8/6),34 (16/18),(20/14),623,8,X,X,,X,,X,X,,,,X,,X,X,34.0
37335,37335,10-G1,2,A,svm_1,False,0.7616892911010558,0.7352941176470589,0.7318324016616237,14 (8/6),34 (16/18),(21/13),624,8,X,X,,X,,X,X,,,,,X,X,X,34.0
37336,37336,10-G1,2,A,svm_0.5,False,0.7616892911010558,0.7352941176470589,0.7318324016616237,14 (8/6),34 (16/18),(21/13),624,8,X,X,,X,,X,X,,,,,X,X,X,34.0
37337,37337,10-G1,2,A,svm_0.1,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,14 (8/6),34 (16/18),(20/14),624,8,X,X,,X,,X,X,,,,,X,X,X,34.0
37936,37936,10-G1,2,A,svm_0.5,False,0.7881887933038828,0.7352941176470589,0.7271025120923701,14 (8/6),34 (16/18),(23/11),634,8,X,X,,X,,X,,X,X,,,,X,X,34.0
38599,38599,10-G1,2,A,decisionTree,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,14 (8/6),34 (16/18),(18/16),645,8,X,X,,X,,X,,,X,X,X,X,,,34.0
39019,39019,10-G1,2,A,decisionTree,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,14 (8/6),34 (16/18),(19/15),652,8,X,X,,X,,X,,,X,,X,X,,X,34.0
39198,39198,10-G1,2,A,svm_0.02,False,0.7616892911010558,0.7352941176470589,0.7318324016616237,14 (8/6),34 (16/18),(21/13),655,8,X,X,,X,,X,,,,X,X,X,X,,34.0
39259,39259,10-G1,2,A,decisionTree,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,14 (8/6),34 (16/18),(19/15),656,8,X,X,,X,,X,,,,X,X,X,,X,34.0
39615,39615,10-G1,2,A,svm_1,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,14 (8/6),34 (16/18),(18/16),662,8,X,X,,X,,,X,X,X,X,,,X,,34.0
39616,39616,10-G1,2,A,svm_0.5,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,14 (8/6),34 (16/18),(18/16),662,8,X,X,,X,,,X,X,X,X,,,X,,34.0
42543,42543,10-G1,1,A,svm_0.02,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),711,8,X,X,,X,,,,,X,X,X,X,,X,14.0
43192,43192,13-D4,2,AB,svm_0.1,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),721,8,X,X,,,X,X,X,X,,X,X,,,,58.0
43252,43252,13-D4,2,AB,svm_0.1,False,0.7215970961887477,0.7241379310344828,0.7192615813305471,107 (53/54),58 (24/34),(20/38),722,8,X,X,,,X,X,X,X,,X,,X,,,58.0
43253,43253,13-D4,2,AB,svm_0.02,False,0.7215970961887477,0.7241379310344828,0.7192615813305471,107 (53/54),58 (24/34),(20/38),722,8,X,X,,,X,X,X,X,,X,,X,,,58.0
43818,43818,10-G1,2,A,svm_0.02,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,14 (8/6),34 (16/18),(20/14),732,8,X,X,,,X,X,X,,X,X,,X,,,34.0
43848,43848,13-D4,2,A,svm_0.02,False,0.7063264221158957,0.7090909090909091,0.7037942449707156,104 (53/51),55 (23/32),(19/36),732,8,X,X,,,X,X,X,,X,X,,X,,,55.0
43858,43858,13-D4,2,ABC,svm_0.02,False,0.7128205128205128,0.7166666666666667,0.7128888888888891,108 (53/55),60 (24/36),(21/39),732,8,X,X,,,X,X,X,,X,X,,X,,,60.0
44118,44118,10-G1,2,A,svm_0.02,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,14 (8/6),34 (16/18),(20/14),737,8,X,X,,,X,X,X,,X,,X,,,X,34.0
44478,44478,10-G1,2,A,svm_0.02,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,14 (8/6),34 (16/18),(20/14),743,8,X,X,,,X,X,X,,,X,X,,,X,34.0
44516,44516,13-D4,2,ABC,svm_0.5,False,0.7127086007702182,0.7166666666666667,0.7093929326487466,108 (53/55),60 (24/36),(19/41),743,8,X,X,,,X,X,X,,,X,X,,,X,60.0
44517,44517,13-D4,2,ABC,svm_0.1,False,0.7127086007702182,0.7166666666666667,0.7093929326487466,108 (53/55),60 (24/36),(19/41),743,8,X,X,,,X,X,X,,,X,X,,,X,60.0
44598,44598,10-G1,2,A,svm_0.02,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,14 (8/6),34 (16/18),(20/14),745,8,X,X,,,X,X,X,,,X,,X,,X,34.0
44628,44628,13-D4,2,A,svm_0.02,False,0.7444976076555023,0.7454545454545455,0.7408199643493759,104 (53/51),55 (23/32),(19/36),745,8,X,X,,,X,X,X,,,X,,X,,X,55.0
44630,44630,13-D4,2,AB,svm_1,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),745,8,X,X,,,X,X,X,,,X,,X,,X,58.0
44638,44638,13-D4,2,ABC,svm_0.02,False,0.7128205128205128,0.7166666666666667,0.7128888888888891,108 (53/55),60 (24/36),(21/39),745,8,X,X,,,X,X,X,,,X,,X,,X,60.0
44897,44897,10-G1,2,A,svm_0.1,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,14 (8/6),34 (16/18),(20/14),750,8,X,X,,,X,X,X,,,,,X,X,X,34.0
46159,46159,10-G1,2,A,decisionTree,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),771,8,X,X,,,X,X,,,X,X,X,X,,,34.0
46443,46443,10-G1,1,A,svm_0.02,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),776,8,X,X,,,X,X,,,X,X,,,X,X,14.0
47093,47093,13-D4,2,AB,svm_0.02,False,0.7217868338557993,0.7241379310344828,0.7220818162347399,107 (53/54),58 (24/34),(22/36),786,8,X,X,,,X,,X,X,X,X,X,,,,58.0
47148,47148,13-D4,2,A,svm_0.02,False,0.7444976076555023,0.7454545454545455,0.7408199643493759,104 (53/51),55 (23/32),(19/36),787,8,X,X,,,X,,X,X,X,X,,X,,,55.0
47151,47151,13-D4,2,AB,svm_0.5,False,0.7215970961887477,0.7241379310344828,0.7192615813305471,107 (53/54),58 (24/34),(20/38),787,8,X,X,,,X,,X,X,X,X,,X,,,58.0
47152,47152,13-D4,2,AB,svm_0.1,False,0.7215970961887477,0.7241379310344828,0.7192615813305471,107 (53/54),58 (24/34),(20/38),787,8,X,X,,,X,,X,X,X,X,,X,,,58.0
47153,47153,13-D4,2,AB,svm_0.02,False,0.7215970961887477,0.7241379310344828,0.7192615813305471,107 (53/54),58 (24/34),(20/38),787,8,X,X,,,X,,X,X,X,X,,X,,,58.0
47928,47928,13-D4,2,A,svm_0.02,False,0.7444976076555023,0.7454545454545455,0.7408199643493759,104 (53/51),55 (23/32),(19/36),800,8,X,X,,,X,,X,X,,X,,X,,X,55.0
47933,47933,13-D4,2,AB,svm_0.02,False,0.7215970961887477,0.7241379310344828,0.7192615813305471,107 (53/54),58 (24/34),(20/38),800,8,X,X,,,X,,X,X,,X,,X,,X,58.0
48530,48530,13-D4,2,AB,svm_1,False,0.7215970961887477,0.7241379310344828,0.7192615813305471,107 (53/54),58 (24/34),(20/38),810,8,X,X,,,X,,X,,X,X,,X,,X,58.0
48531,48531,13-D4,2,AB,svm_0.5,False,0.7215970961887477,0.7241379310344828,0.7192615813305471,107 (53/54),58 (24/34),(20/38),810,8,X,X,,,X,,X,,X,X,,X,,X,58.0
48532,48532,13-D4,2,AB,svm_0.1,False,0.7215970961887477,0.7241379310344828,0.7192615813305471,107 (53/54),58 (24/34),(20/38),810,8,X,X,,,X,,X,,X,X,,X,,X,58.0
48535,48535,13-D4,2,ABC,svm_1,False,0.7128205128205128,0.7166666666666667,0.7128888888888891,108 (53/55),60 (24/36),(21/39),810,8,X,X,,,X,,X,,X,X,,X,,X,60.0
48885,48885,13-D4,2,A,svm_1,False,0.7090909090909091,0.7090909090909091,0.7090909090909091,104 (53/51),55 (23/32),(23/32),816,8,X,X,,,X,,X,,,X,X,X,X,,55.0
48886,48886,13-D4,2,A,svm_0.5,False,0.7090909090909091,0.7090909090909091,0.7090909090909091,104 (53/51),55 (23/32),(23/32),816,8,X,X,,,X,,X,,,X,X,X,X,,55.0
48887,48887,13-D4,2,A,svm_0.1,False,0.7090909090909091,0.7090909090909091,0.7090909090909091,104 (53/51),55 (23/32),(23/32),816,8,X,X,,,X,,X,,,X,X,X,X,,55.0
48895,48895,13-D4,2,ABC,svm_1,False,0.7,0.7,0.7,108 (53/55),60 (24/36),(24/36),816,8,X,X,,,X,,X,,,X,X,X,X,,60.0
48896,48896,13-D4,2,ABC,svm_0.5,False,0.7,0.7,0.7,108 (53/55),60 (24/36),(24/36),816,8,X,X,,,X,,X,,,X,X,X,X,,60.0
48897,48897,13-D4,2,ABC,svm_0.1,False,0.7,0.7,0.7,108 (53/55),60 (24/36),(24/36),816,8,X,X,,,X,,X,,,X,X,X,X,,60.0
51358,51358,13-D4,2,ABC,svm_0.02,False,0.7127086007702182,0.7166666666666667,0.7093929326487466,108 (53/55),60 (24/36),(19/41),857,8,X,X,,,,X,X,X,,X,,,X,X,60.0
51675,51675,10-G1,2,A,svm_1,False,0.7881887933038828,0.7352941176470589,0.7271025120923701,14 (8/6),34 (16/18),(23/11),863,8,X,X,,,,X,X,,X,X,X,,X,,34.0
51676,51676,10-G1,2,A,svm_0.5,False,0.7881887933038828,0.7352941176470589,0.7271025120923701,14 (8/6),34 (16/18),(23/11),863,8,X,X,,,,X,X,,X,X,X,,X,,34.0
51677,51677,10-G1,2,A,svm_0.1,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,14 (8/6),34 (16/18),(20/14),863,8,X,X,,,,X,X,,X,X,X,,X,,34.0
51795,51795,10-G1,2,A,svm_1,False,0.7881887933038828,0.7352941176470589,0.7271025120923701,14 (8/6),34 (16/18),(23/11),865,8,X,X,,,,X,X,,X,X,,X,X,,34.0
51796,51796,10-G1,2,A,svm_0.5,False,0.7881887933038828,0.7352941176470589,0.7271025120923701,14 (8/6),34 (16/18),(23/11),865,8,X,X,,,,X,X,,X,X,,X,X,,34.0
51797,51797,10-G1,2,A,svm_0.1,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,14 (8/6),34 (16/18),(20/14),865,8,X,X,,,,X,X,,X,X,,X,X,,34.0
51917,51917,10-G1,2,A,svm_0.1,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,14 (8/6),34 (16/18),(18/16),867,8,X,X,,,,X,X,,X,X,,,X,X,34.0
52096,52096,10-G1,2,A,svm_0.5,False,0.7831932773109243,0.7647058823529411,0.7630718954248366,14 (8/6),34 (16/18),(20/14),870,8,X,X,,,,X,X,,X,,X,,X,X,34.0
52100,52100,10-G1,2,AB,svm_1,False,0.7932330827067668,0.7307692307692307,0.7156250000000001,20 (10/10),52 (26/26),(38/14),870,8,X,X,,,,X,X,,X,,X,,X,X,52.0
52156,52156,10-G1,2,A,svm_0.5,False,0.7831932773109243,0.7647058823529411,0.7630718954248366,14 (8/6),34 (16/18),(20/14),871,8,X,X,,,,X,X,,X,,,X,X,X,34.0
52335,52335,10-G1,2,A,svm_1,False,0.7881887933038828,0.7352941176470589,0.7271025120923701,14 (8/6),34 (16/18),(23/11),874,8,X,X,,,,X,X,,,X,X,,X,X,34.0
52336,52336,10-G1,2,A,svm_0.5,False,0.7881887933038828,0.7352941176470589,0.7271025120923701,14 (8/6),34 (16/18),(23/11),874,8,X,X,,,,X,X,,,X,X,,X,X,34.0
52337,52337,10-G1,2,A,svm_0.1,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,14 (8/6),34 (16/18),(20/14),874,8,X,X,,,,X,X,,,X,X,,X,X,34.0
52395,52395,10-G1,2,A,svm_1,False,0.7881887933038828,0.7352941176470589,0.7271025120923701,14 (8/6),34 (16/18),(23/11),875,8,X,X,,,,X,X,,,X,,X,X,X,34.0
52396,52396,10-G1,2,A,svm_0.5,False,0.7881887933038828,0.7352941176470589,0.7271025120923701,14 (8/6),34 (16/18),(23/11),875,8,X,X,,,,X,X,,,X,,X,X,X,34.0
52397,52397,10-G1,2,A,svm_0.1,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,14 (8/6),34 (16/18),(19/15),875,8,X,X,,,,X,X,,,X,,X,X,X,34.0
53357,53357,10-G1,2,A,svm_0.1,False,0.7881887933038828,0.7352941176470589,0.7271025120923701,14 (8/6),34 (16/18),(23/11),891,8,X,X,,,,X,,X,,,X,X,X,X,34.0
53479,53479,10-G1,2,A,decisionTree,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,14 (8/6),34 (16/18),(18/16),893,8,X,X,,,,X,,,X,X,X,X,,X,34.0
55695,55695,10-G1,2,A,svm_1,False,0.7881887933038828,0.7352941176470589,0.7271025120923701,14 (8/6),34 (16/18),(23/11),930,8,X,,X,X,X,X,X,X,,,,,X,,34.0
55696,55696,10-G1,2,A,svm_0.5,False,0.7881887933038828,0.7352941176470589,0.7271025120923701,14 (8/6),34 (16/18),(23/11),930,8,X,,X,X,X,X,X,X,,,,,X,,34.0
56153,56153,13-D4,2,AB,svm_0.02,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),937,8,X,,X,X,X,X,X,,,X,X,,,,58.0
56158,56158,13-D4,2,ABC,svm_0.02,False,0.7127086007702182,0.7166666666666667,0.7093929326487466,108 (53/55),60 (24/36),(19/41),937,8,X,,X,X,X,X,X,,,X,X,,,,60.0
56208,56208,13-D4,2,A,svm_0.02,False,0.7249350649350649,0.7272727272727273,0.7238648196648892,104 (53/51),55 (23/32),(20/35),938,8,X,,X,X,X,X,X,,,X,,X,,,55.0
56212,56212,13-D4,2,AB,svm_0.1,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),938,8,X,,X,X,X,X,X,,,X,,X,,,58.0
56215,56215,13-D4,2,ABC,svm_1,False,0.7,0.7,0.7,108 (53/55),60 (24/36),(24/36),938,8,X,,X,X,X,X,X,,,X,,X,,,60.0
56216,56216,13-D4,2,ABC,svm_0.5,False,0.7,0.7,0.7,108 (53/55),60 (24/36),(24/36),938,8,X,,X,X,X,X,X,,,X,,X,,,60.0
56593,56593,10-G1,1,ABC,svm_0.02,False,0.706959706959707,0.7142857142857143,0.7002164502164502,23 (16/7),35 (13/22),(9/26),945,8,X,,X,X,X,X,X,,,,,X,,X,35.0
56715,56715,10-G1,2,A,svm_1,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,25 (16/9),34 (16/18),(20/14),947,8,X,,X,X,X,X,,X,X,X,,,,,34.0
57190,57190,10-G1,1,ABC,svm_1,False,0.7441798941798942,0.7428571428571429,0.7253644314868805,23 (16/7),35 (13/22),(8/27),955,8,X,,X,X,X,X,,X,,X,,,,X,35.0
57191,57191,10-G1,1,ABC,svm_0.5,False,0.7441798941798942,0.7428571428571429,0.7253644314868805,23 (16/7),35 (13/22),(8/27),955,8,X,,X,X,X,X,,X,,X,,,,X,35.0
57192,57192,10-G1,1,ABC,svm_0.1,False,0.706959706959707,0.7142857142857143,0.7002164502164502,23 (16/7),35 (13/22),(9/26),955,8,X,,X,X,X,X,,X,,X,,,,X,35.0
57619,57619,10-G1,2,A,decisionTree,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,25 (16/9),34 (16/18),(19/15),962,8,X,,X,X,X,X,,,X,X,X,,,,34.0
57679,57679,10-G1,2,A,decisionTree,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,14 (8/6),34 (16/18),(18/16),963,8,X,,X,X,X,X,,,X,X,,X,,,34.0
57723,57723,10-G1,1,A,svm_0.02,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),964,8,X,,X,X,X,X,,,X,X,,,X,,14.0
57783,57783,10-G1,1,A,svm_0.02,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),965,8,X,,X,X,X,X,,,X,X,,,,X,14.0
57801,57801,10-G1,2,AB,svm_0.5,False,0.7403361344537814,0.7115384615384616,0.702630575676706,20 (10/10),52 (26/26),(35/17),965,8,X,,X,X,X,X,,,X,X,,,,X,52.0
57859,57859,10-G1,2,A,decisionTree,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,14 (8/6),34 (16/18),(18/16),966,8,X,,X,X,X,X,,,X,,X,X,,,34.0
58014,58014,13-D4,2,AB,decisionTree,False,0.7577132486388385,0.7586206896551724,0.7543538836642284,107 (53/54),58 (24/34),(20/38),968,8,X,,X,X,X,X,,,X,,X,,,X,58.0
58019,58019,13-D4,2,ABC,decisionTree,False,0.7317460317460317,0.7333333333333333,0.7245421245421245,108 (53/55),60 (24/36),(18/42),968,8,X,,X,X,X,X,,,X,,X,,,X,60.0
58219,58219,10-G1,2,A,decisionTree,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,14 (8/6),34 (16/18),(18/16),972,8,X,,X,X,X,X,,,,X,X,X,,,34.0
58503,58503,10-G1,1,A,svm_0.02,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),977,8,X,,X,X,X,X,,,,X,,,X,X,14.0
58692,58692,10-G1,1,ABC,svm_0.1,False,0.7422969187675071,0.7142857142857143,0.7190476190476189,23 (16/7),35 (13/22),(17/18),980,8,X,,X,X,X,X,,,,,X,,X,X,35.0
59207,59207,13-D4,2,A,svm_0.1,False,0.7265902265902265,0.7272727272727273,0.7205244384459655,104 (53/51),55 (23/32),(18/37),988,8,X,,X,X,X,,X,X,,X,,X,,,55.0
59208,59208,13-D4,2,A,svm_0.02,False,0.7444976076555023,0.7454545454545455,0.7408199643493759,104 (53/51),55 (23/32),(19/36),988,8,X,,X,X,X,,X,X,,X,,X,,,55.0
59210,59210,13-D4,2,AB,svm_1,False,0.7215970961887477,0.7241379310344828,0.7192615813305471,107 (53/54),58 (24/34),(20/38),988,8,X,,X,X,X,,X,X,,X,,X,,,58.0
59215,59215,13-D4,2,ABC,svm_1,False,0.7128205128205128,0.7166666666666667,0.7128888888888891,108 (53/55),60 (24/36),(21/39),988,8,X,,X,X,X,,X,X,,X,,X,,,60.0
59216,59216,13-D4,2,ABC,svm_0.5,False,0.7128205128205128,0.7166666666666667,0.7128888888888891,108 (53/55),60 (24/36),(21/39),988,8,X,,X,X,X,,X,X,,X,,X,,,60.0
59755,59755,13-D4,2,ABC,svm_1,False,0.7127086007702182,0.7166666666666667,0.7093929326487466,108 (53/55),60 (24/36),(19/41),997,8,X,,X,X,X,,X,,X,X,X,,,,60.0
59807,59807,13-D4,2,A,svm_0.1,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),998,8,X,,X,X,X,,X,,X,X,,X,,,55.0
59808,59808,13-D4,2,A,svm_0.02,False,0.7249350649350649,0.7272727272727273,0.7238648196648892,104 (53/51),55 (23/32),(20/35),998,8,X,,X,X,X,,X,,X,X,,X,,,55.0
59810,59810,13-D4,2,AB,svm_1,False,0.7217868338557993,0.7241379310344828,0.7220818162347399,107 (53/54),58 (24/34),(22/36),998,8,X,,X,X,X,,X,,X,X,,X,,,58.0
59811,59811,13-D4,2,AB,svm_0.5,False,0.7217868338557993,0.7241379310344828,0.7220818162347399,107 (53/54),58 (24/34),(22/36),998,8,X,,X,X,X,,X,,X,X,,X,,,58.0
59812,59812,13-D4,2,AB,svm_0.1,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),998,8,X,,X,X,X,,X,,X,X,,X,,,58.0
59815,59815,13-D4,2,ABC,svm_1,False,0.7128205128205128,0.7166666666666667,0.7128888888888891,108 (53/55),60 (24/36),(21/39),998,8,X,,X,X,X,,X,,X,X,,X,,,60.0
59817,59817,13-D4,2,ABC,svm_0.1,False,0.7149236192714454,0.7166666666666667,0.71559312153891,108 (53/55),60 (24/36),(23/37),998,8,X,,X,X,X,,X,,X,X,,X,,,60.0
60350,60350,13-D4,2,AB,svm_1,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),1007,8,X,,X,X,X,,X,,,X,X,X,,,58.0
60351,60351,13-D4,2,AB,svm_0.5,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),1007,8,X,,X,X,X,,X,,,X,X,X,,,58.0
60353,60353,13-D4,2,AB,svm_0.02,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),1007,8,X,,X,X,X,,X,,,X,X,X,,,58.0
60355,60355,13-D4,2,ABC,svm_1,False,0.7,0.7,0.7,108 (53/55),60 (24/36),(24/36),1007,8,X,,X,X,X,,X,,,X,X,X,,,60.0
60585,60585,13-D4,2,A,svm_1,False,0.7249350649350649,0.7272727272727273,0.7238648196648892,104 (53/51),55 (23/32),(20/35),1011,8,X,,X,X,X,,X,,,X,,X,,X,55.0
60586,60586,13-D4,2,A,svm_0.5,False,0.7249350649350649,0.7272727272727273,0.7238648196648892,104 (53/51),55 (23/32),(20/35),1011,8,X,,X,X,X,,X,,,X,,X,,X,55.0
60587,60587,13-D4,2,A,svm_0.1,False,0.7249350649350649,0.7272727272727273,0.7238648196648892,104 (53/51),55 (23/32),(20/35),1011,8,X,,X,X,X,,X,,,X,,X,,X,55.0
60588,60588,13-D4,2,A,svm_0.02,False,0.7249350649350649,0.7272727272727273,0.7238648196648892,104 (53/51),55 (23/32),(20/35),1011,8,X,,X,X,X,,X,,,X,,X,,X,55.0
60591,60591,13-D4,2,AB,svm_0.5,False,0.7215970961887477,0.7241379310344828,0.7192615813305471,107 (53/54),58 (24/34),(20/38),1011,8,X,,X,X,X,,X,,,X,,X,,X,58.0
60592,60592,13-D4,2,AB,svm_0.1,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),1011,8,X,,X,X,X,,X,,,X,,X,,X,58.0
61271,61271,10-G1,1,ABC,svm_0.5,False,0.706959706959707,0.7142857142857143,0.7002164502164502,23 (16/7),35 (13/22),(9/26),1023,8,X,,X,X,X,,,X,X,,X,,,X,35.0
61915,61915,13-D4,2,ABC,svm_1,False,0.7049773755656108,0.7,0.7017142857142856,108 (53/55),60 (24/36),(26/34),1033,8,X,,X,X,X,,,X,,,X,X,X,,60.0
62403,62403,10-G1,1,A,svm_0.02,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),1042,8,X,,X,X,X,,,,X,X,,,X,X,14.0
62523,62523,10-G1,1,A,svm_0.02,False,0.7551020408163264,0.7142857142857143,0.7202380952380951,9 (7/2),14 (5/9),(7/7),1044,8,X,,X,X,X,,,,X,,X,X,,X,14.0
62580,62580,10-G1,1,A,svm_1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),1045,8,X,,X,X,X,,,,X,,X,,X,X,14.0
62581,62581,10-G1,1,A,svm_0.5,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),1045,8,X,,X,X,X,,,,X,,X,,X,X,14.0
62582,62582,10-G1,1,A,svm_0.1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),1045,8,X,,X,X,X,,,,X,,X,,X,X,14.0
62643,62643,10-G1,1,A,svm_0.02,False,0.7142857142857143,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(5/9),1046,8,X,,X,X,X,,,,X,,,X,X,X,14.0
62751,62751,13-D4,2,AB,svm_0.5,False,0.7089237199582027,0.7068965517241379,0.7077000640709191,107 (53/54),58 (24/34),(25/33),1047,8,X,,X,X,X,,,,,X,X,X,X,,58.0
62757,62757,13-D4,2,ABC,svm_0.1,False,0.7,0.7,0.7,108 (53/55),60 (24/36),(24/36),1047,8,X,,X,X,X,,,,,X,X,X,X,,60.0
63195,63195,10-G1,2,A,svm_1,False,0.7616892911010558,0.7352941176470589,0.7318324016616237,14 (8/6),34 (16/18),(21/13),1055,8,X,,X,X,,X,X,X,X,,,,X,,34.0
63196,63196,10-G1,2,A,svm_0.5,False,0.7616892911010558,0.7352941176470589,0.7318324016616237,14 (8/6),34 (16/18),(21/13),1055,8,X,,X,X,,X,X,X,X,,,,X,,34.0
63478,63478,13-D4,2,ABC,svm_0.02,False,0.7127086007702182,0.7166666666666667,0.7093929326487466,108 (53/55),60 (24/36),(19/41),1059,8,X,,X,X,,X,X,X,,X,,,X,,60.0
63657,63657,13-D4,2,ABC,svm_0.1,False,0.7127086007702182,0.7166666666666667,0.7093929326487466,108 (53/55),60 (24/36),(19/41),1062,8,X,,X,X,,X,X,X,,,X,,X,,60.0
63856,63856,10-G1,2,A,svm_0.5,False,0.7616892911010558,0.7352941176470589,0.7318324016616237,14 (8/6),34 (16/18),(21/13),1066,8,X,,X,X,,X,X,X,,,,,X,X,34.0
